record_id,movie_id,city,country,year,month,total_views,total_watch_minutes,rewatch_count,estimated_revenue_usd,avg_rating,num_reviews,engagement_score
1124,24,Hyderabad,India,2025,1,11,769,1,24.24,4.67,3,27.1
1125,7,Sydney,Australia,2025,2,2,94,0,2.77,2.5,2,16.5
1126,1,Sydney,Australia,2025,4,7,700,2,23.75,4.83,3,36.8
1127,25,New York,USA,2025,3,3,279,0,10.45,,0,21.9
1128,14,Delhi,India,2024,7,4,418,0,13.8,,0,25.7
1129,2,Mumbai,India,2025,1,6,596,1,21.77,4.5,2,30.0
1130,2,Toronto,Canada,2025,3,4,417,0,14.42,3.83,3,25.3
1131,16,Houston,USA,2025,2,5,404,2,12.43,3.5,2,38.7
1132,25,Mumbai,India,2025,1,7,608,1,22.96,4.0,3,26.4
1133,25,Dubai,UAE,2024,10,2,164,0,7.55,,0,19.0
1134,4,Delhi,India,2025,2,10,796,1,20.96,3.5,3,29.1
1135,17,Mumbai,India,2025,3,6,350,2,10.84,4.67,3,33.0
1136,24,Hyderabad,India,2025,4,6,378,1,11.55,3.67,3,25.4
1137,23,Houston,USA,2025,4,7,526,0,21.19,3.67,3,23.3
1138,22,Kolkata,India,2024,11,5,473,2,12.31,4.0,1,37.6
1139,6,Houston,USA,2025,4,6,317,1,7.48,1.5,1,24.1
1140,23,Bengaluru,India,2025,2,15,1221,0,42.07,3.7,5,28.2
1141,8,Melbourne,Australia,2025,2,7,339,1,11.46,2.4,5,23.6
1142,21,Delhi,India,2025,3,12,1312,2,28.5,4.0,2,31.0
1143,18,Chicago,USA,2024,10,7,728,1,23.32,4.0,3,29.1
1144,15,Toronto,Canada,2025,4,9,807,3,25.82,2.88,4,36.2
1145,3,Bengaluru,India,2025,3,8,918,1,24.23,3.8,5,30.7
1146,25,Toronto,Canada,2025,2,3,254,1,9.56,3.5,1,30.0
1147,10,Chicago,USA,2024,10,5,436,1,13.87,4.5,1,30.7
1148,18,Bengaluru,India,2025,3,5,514,1,12.01,4.17,3,29.7
1149,17,Melbourne,Australia,2025,3,3,181,0,4.83,3.5,1,22.5
1150,22,Ahmedabad,India,2024,12,4,331,1,11.49,4.0,2,29.8
1151,10,Ahmedabad,India,2024,8,3,275,0,7.74,4.0,1,25.1
1152,5,London,UK,2024,9,2,218,1,6.16,4.0,1,42.6
1153,3,Manchester,UK,2025,3,3,376,1,7.97,4.0,1,37.1
1154,14,Pune,India,2025,2,2,162,1,5.12,5.0,1,34.5
1155,24,Delhi,India,2025,2,6,485,1,12.11,3.25,2,30.5
1156,22,London,UK,2025,1,9,806,2,25.45,4.0,3,32.7
1157,22,Sydney,Australia,2025,2,2,163,0,6.16,3.5,1,21.2
1158,22,Bengaluru,India,2024,11,6,566,2,18.02,4.0,4,36.0
1159,25,Kolkata,India,2024,8,4,446,1,12.22,3.5,1,33.9
1160,4,Singapore,Singapore,2025,4,5,387,1,15.29,3.25,2,29.5
1161,10,Pune,India,2024,8,2,178,0,6.23,3.5,1,24.0
1162,22,Melbourne,Australia,2024,11,3,266,1,10.27,5.0,1,33.4
1163,5,Delhi,India,2024,11,7,579,0,22.89,3.5,3,23.1
1164,14,Bengaluru,India,2024,11,3,269,0,8.23,4.25,2,21.9
1165,14,Bengaluru,India,2024,8,6,588,0,18.79,4.25,2,25.0
1166,24,Mumbai,India,2024,12,3,220,0,6.74,3.5,1,22.2
1167,25,Sydney,Australia,2024,7,3,337,0,8.71,4.5,1,26.2
1168,2,New York,USA,2024,8,2,167,1,6.25,4.5,1,34.8
1169,14,Sydney,Australia,2025,2,2,117,1,5.56,4.0,1,29.3
1170,10,Mumbai,India,2024,12,9,790,1,25.35,4.25,4,29.8
1171,5,Delhi,India,2025,3,6,584,0,17.71,3.5,2,26.3
1172,22,Delhi,India,2024,11,8,660,0,28.58,3.83,3,23.8
1173,25,Ahmedabad,India,2025,2,2,184,0,6.33,,0,21.2
1174,5,Sydney,Australia,2025,2,4,335,0,9.63,3.25,2,22.2
1175,10,Houston,USA,2025,2,2,156,0,5.68,4.0,1,21.1
1176,17,Ahmedabad,India,2025,1,3,161,1,6.37,,0,30.1
1177,8,Manchester,UK,2025,3,2,74,0,2.69,3.0,1,13.4
1178,3,Chennai,India,2024,12,4,316,0,9.35,,0,17.9
1179,25,Delhi,India,2024,7,4,372,0,12.83,3.25,2,22.3
1180,10,Kolkata,India,2024,10,6,507,0,13.39,3.5,1,24.4
1181,14,Pune,India,2025,4,3,276,0,9.8,4.0,2,22.4
1182,10,Kolkata,India,2024,9,3,247,0,6.83,4.5,1,22.7
1183,13,Manchester,UK,2025,3,10,1135,3,30.26,4.38,4,37.3
1184,16,Mumbai,India,2025,2,7,520,2,16.73,3.75,4,34.1
1185,18,Singapore,Singapore,2025,3,2,191,0,5.38,,0,21.0
1186,1,Melbourne,Australia,2025,2,7,745,0,22.15,4.17,3,29.9
1187,12,Dubai,UAE,2025,3,3,196,0,6.23,3.5,2,20.4
1188,3,Mumbai,India,2025,2,7,712,0,16.72,4.25,2,23.8
1189,22,Singapore,Singapore,2025,4,7,491,2,22.29,3.67,3,28.9
1190,10,Singapore,Singapore,2024,12,3,253,0,8.66,3.5,1,23.2
1191,2,Manchester,UK,2024,10,2,175,1,7.62,3.5,2,35.7
1192,18,Bengaluru,India,2025,2,3,298,0,9.7,3.5,1,22.2
1193,22,Pune,India,2025,3,5,432,2,12.54,,0,35.6
1194,20,Ahmedabad,India,2024,9,2,99,0,3.41,,0,16.9
1195,10,Houston,USA,2024,9,4,373,0,9.31,4.0,1,25.9
1196,8,Delhi,India,2025,1,2,97,0,3.56,,0,17.3
1197,2,Kolkata,India,2024,8,5,584,0,16.91,4.0,3,28.5
1198,2,Los Angeles,USA,2024,10,2,211,0,6.63,5.0,1,24.8
1199,6,Manchester,UK,2025,3,3,115,0,4.29,2.5,2,13.3
1200,12,Melbourne,Australia,2025,1,5,367,1,13.06,3.67,3,29.6
1201,1,Hyderabad,India,2025,2,13,1348,2,35.69,4.5,5,36.2
1202,10,Pune,India,2024,10,3,189,1,7.4,,0,27.6
1203,24,New York,USA,2025,3,4,243,0,10.3,3.25,2,19.0
1204,10,Ahmedabad,India,2025,3,3,223,0,8.51,,0,20.6
1205,13,Nairobi,Kenya,2025,4,6,599,2,22.69,4.25,2,33.8
1206,2,Dubai,UAE,2025,3,3,344,1,8.24,4.0,1,37.3
1207,24,Nairobi,Kenya,2025,3,3,245,1,6.31,4.5,1,34.5
1208,18,Sydney,Australia,2024,11,2,195,0,4.85,4.0,1,21.4
1209,12,Melbourne,Australia,2025,4,3,220,0,6.33,3.5,1,22.8
1210,2,Kolkata,India,2025,1,3,251,0,10.42,4.5,1,20.2
1211,12,Chicago,USA,2024,12,2,181,0,4.99,3.0,1,27.4
1212,11,London,UK,2025,4,17,1632,1,49.24,3.94,9,31.2
1213,22,Manchester,UK,2025,1,3,226,0,8.81,3.33,3,20.0
1214,2,Sydney,Australia,2024,10,5,527,0,17.59,,0,26.0
1215,14,Singapore,Singapore,2024,11,2,150,0,5.75,4.0,2,18.1
1216,7,Chicago,USA,2025,2,2,86,0,2.56,2.83,3,15.1
1217,5,Chicago,USA,2025,4,3,245,1,7.38,4.5,1,31.3
1218,2,Bengaluru,India,2025,4,6,590,0,18.96,4.0,3,24.7
1219,1,Singapore,Singapore,2025,4,16,1634,3,47.73,4.45,10,38.0
1220,10,Hyderabad,India,2024,12,4,349,1,11.69,,0,31.9
1221,1,Sydney,Australia,2025,2,7,708,0,24.68,4.0,5,28.5
1222,10,New York,USA,2024,10,3,230,2,8.3,3.5,1,41.2
1223,22,Manchester,UK,2024,12,4,301,2,11.77,3.0,1,35.4
1224,2,Sydney,Australia,2024,11,2,203,0,6.2,3.0,1,23.9
1225,14,Chennai,India,2024,7,4,438,0,11.58,4.0,1,26.9
1226,3,Mumbai,India,2024,11,7,709,2,21.77,4.5,3,32.3
1227,12,Sydney,Australia,2025,3,5,355,0,9.71,3.75,2,22.9
1228,11,Melbourne,Australia,2025,4,8,774,2,22.25,4.0,3,33.6
1229,15,Nairobi,Kenya,2025,4,6,554,1,16.59,3.75,2,30.7
1230,22,Manchester,UK,2025,4,2,153,0,6.54,4.0,2,19.9
1231,5,Delhi,India,2025,2,5,458,1,14.3,4.5,2,30.5
1232,2,Ahmedabad,India,2024,8,2,215,0,6.15,,0,25.2
1233,4,Bengaluru,India,2025,3,17,1304,3,39.68,4.29,7,33.4
1234,17,London,UK,2025,4,7,430,1,13.33,4.67,3,28.8
1235,25,Mumbai,India,2024,9,7,682,1,23.17,3.5,3,28.7
1236,4,Sydney,Australia,2025,2,7,612,2,15.89,4.25,2,35.7
1237,14,Chicago,USA,2024,8,4,392,1,12.77,3.25,2,31.7
1238,12,Chicago,USA,2025,3,2,157,0,4.62,4.5,1,23.9
1239,24,Ahmedabad,India,2025,3,3,215,0,6.32,4.0,1,21.7
1240,12,Houston,USA,2025,3,4,325,0,8.9,3.25,2,25.5
1241,25,Delhi,India,2024,10,5,467,1,17.43,3.5,1,28.8
1242,5,Delhi,India,2025,4,8,738,1,26.81,4.3,5,29.6
1243,17,Houston,USA,2025,3,2,135,1,3.04,3.5,1,39.6
1244,16,Singapore,Singapore,2025,1,5,359,0,9.73,4.17,3,24.0
1245,2,Hyderabad,India,2025,2,3,321,0,9.11,4.75,2,25.5
1246,9,Dubai,UAE,2025,4,17,1703,2,49.17,4.5,3,32.1
1247,2,Chicago,USA,2025,4,5,445,0,15.96,4.0,2,22.2
1248,5,Chicago,USA,2025,2,2,161,0,5.21,4.0,1,20.6
1249,16,Chicago,USA,2025,3,4,287,0,8.83,4.33,3,23.6
1250,2,Melbourne,Australia,2025,3,2,197,0,7.34,4.5,1,23.2
1251,16,New York,USA,2024,11,5,383,2,11.49,4.33,3,37.4
1252,5,Houston,USA,2025,3,4,368,1,10.86,4.5,2,31.7
1253,14,New York,USA,2025,4,7,624,1,22.68,4.17,3,27.7
1254,7,London,UK,2024,12,4,164,1,5.29,2.5,1,22.8
1255,2,Chennai,India,2024,11,4,479,1,15.23,4.75,2,36.3
1256,10,Bengaluru,India,2025,4,6,502,0,16.68,,0,24.2
1257,6,Houston,USA,2025,3,4,220,0,6.03,3.0,1,19.0
1258,22,Bengaluru,India,2025,3,6,537,0,16.8,4.17,3,24.8
1259,22,Singapore,Singapore,2024,11,4,376,3,10.72,3.5,3,47.6
1260,12,Delhi,India,2024,12,5,364,0,13.18,5.0,1,23.4
1261,2,Sydney,Australia,2024,9,3,220,0,11.12,4.5,3,17.9
1262,5,Houston,USA,2025,1,3,271,0,7.25,4.5,1,23.4
1263,18,Singapore,Singapore,2025,4,2,258,0,5.8,,0,28.1
1264,12,Los Angeles,USA,2025,1,2,160,1,4.22,,0,39.3
1265,25,Ahmedabad,India,2024,10,4,420,0,15.15,3.67,3,24.9
1266,24,New York,USA,2025,4,10,733,1,23.32,4.0,5,27.9
1267,3,Melbourne,Australia,2025,2,2,200,0,5.67,,0,21.5
1268,17,Los Angeles,USA,2025,3,3,182,0,5.22,5.0,1,22.6
1269,25,Pune,India,2025,4,2,196,1,6.39,,0,37.6
1270,3,London,UK,2025,2,8,898,4,22.61,,0,41.4
1271,14,Bengaluru,India,2024,6,2,209,0,6.18,4.0,1,24.9
1272,18,Toronto,Canada,2024,10,8,801,2,21.9,4.0,2,31.9
1273,2,London,UK,2025,1,5,579,1,13.96,3.5,1,34.3
1274,18,Melbourne,Australia,2024,11,3,292,1,9.37,,0,31.8
1275,8,Dubai,UAE,2025,2,2,59,0,3.32,2.75,2,10.9
1276,10,Melbourne,Australia,2024,8,3,200,1,8.17,,0,28.6
1277,1,Nairobi,Kenya,2025,1,8,845,2,20.88,4.38,4,37.6
1278,8,Mumbai,India,2025,1,3,159,0,4.92,2.5,1,19.3
1279,5,Sydney,Australia,2025,4,5,423,2,12.7,4.25,2,34.8
1280,3,Delhi,India,2025,2,6,650,1,15.58,4.42,6,29.8
1281,14,Mumbai,India,2025,3,5,472,1,12.18,4.0,1,29.8
1282,7,Los Angeles,USA,2024,12,7,274,1,11.72,3.25,2,20.1
1283,22,Toronto,Canada,2024,12,8,796,0,20.98,3.5,3,28.1
1284,21,Dubai,UAE,2025,4,11,1146,1,28.02,4.0,2,27.3
1285,2,Los Angeles,USA,2024,8,2,209,0,6.46,4.5,2,24.6
1286,8,Houston,USA,2025,3,3,147,1,5.03,,0,27.9
1287,5,Chennai,India,2025,2,5,435,0,15.4,3.83,3,23.4
1288,25,Melbourne,Australia,2025,4,3,315,0,8.19,,0,24.5
1289,3,New York,USA,2025,1,7,759,2,22.56,4.25,4,33.8
1290,25,Sydney,Australia,2024,12,2,208,0,7.53,,0,23.9
1291,14,Hyderabad,India,2025,3,3,356,0,7.24,,0,28.6
1292,6,Melbourne,Australia,2025,3,3,126,0,5.17,3.0,2,14.5
1293,3,Houston,USA,2024,12,4,447,0,11.82,4.88,4,24.7
1294,1,Delhi,India,2025,2,28,2814,1,102.52,4.5,5,37.8
1295,6,Kolkata,India,2025,4,2,77,1,2.84,2.5,1,28.0
1296,18,Toronto,Canada,2025,1,5,517,2,11.55,4.25,2,35.8
1297,8,Mumbai,India,2025,2,12,615,0,16.41,2.58,6,22.3
1298,7,Manchester,UK,2025,1,2,96,1,2.6,2.5,1,31.8
1299,16,Toronto,Canada,2025,4,3,235,0,6.79,3.0,1,25.2
1300,5,Nairobi,Kenya,2025,2,3,292,0,8.38,4.0,1,25.1
1301,2,Pune,India,2025,1,3,211,0,10.47,3.75,2,17.2
1302,11,New York,USA,2025,1,2,178,0,4.92,4.5,1,21.8
1303,2,Toronto,Canada,2024,8,2,185,0,6.98,3.5,1,21.8
1304,17,New York,USA,2025,4,2,117,0,3.88,3.75,2,21.4
1305,22,Ahmedabad,India,2025,3,6,546,1,19.89,3.5,1,30.1
1306,3,Delhi,India,2025,4,10,1073,1,23.07,3.88,4,29.2
1307,10,Mumbai,India,2024,8,2,201,0,4.3,4.5,1,27.0
1308,11,Manchester,UK,2025,4,9,848,1,22.93,4.0,5,29.2
1309,3,Bengaluru,India,2025,4,10,1068,0,26.9,4.36,7,26.1
1310,7,Delhi,India,2024,12,6,327,1,8.35,3.0,2,25.6
1311,25,Chennai,India,2025,1,6,607,0,17.99,,0,24.9
1312,5,Mumbai,India,2024,10,10,810,1,29.81,4.25,4,26.9
1313,14,Melbourne,Australia,2025,4,2,178,0,6.36,3.5,1,21.3
1314,25,Manchester,UK,2024,10,3,289,0,9.85,,0,22.6
1315,25,Los Angeles,USA,2025,1,4,406,0,12.72,4.0,1,24.2
1316,3,Pune,India,2024,12,3,343,1,7.16,4.5,1,34.9
1317,14,Singapore,Singapore,2024,8,3,233,0,8.83,3.25,2,19.1
1318,12,Bengaluru,India,2025,4,6,412,0,12.92,3.4,5,22.6
1319,5,Delhi,India,2024,12,8,781,2,26.87,4.17,3,34.7
1320,8,Bengaluru,India,2025,2,10,542,1,15.87,2.33,6,25.5
1321,3,Ahmedabad,India,2025,3,3,316,0,8.11,4.33,3,23.0
1322,8,Nairobi,Kenya,2025,2,2,103,1,3.13,3.0,2,33.4
1323,2,Houston,USA,2024,10,2,182,0,7.24,4.75,2,21.5
1324,22,Los Angeles,USA,2025,1,4,379,0,12.92,4.0,3,25.3
1325,25,Houston,USA,2024,7,2,196,1,6.18,4.5,1,37.6
1326,20,Ahmedabad,India,2024,8,2,85,0,3.53,,0,14.7
1327,10,Ahmedabad,India,2024,11,5,448,0,14.71,4.0,1,25.4
1328,9,Nairobi,Kenya,2025,4,6,642,3,20.12,4.12,4,40.7
1329,5,Bengaluru,India,2025,2,5,424,2,14.77,3.62,4,34.9
1330,5,Melbourne,Australia,2025,4,2,159,1,4.86,,0,35.3
1331,12,Kolkata,India,2025,4,2,114,0,4.04,4.0,2,17.6
1332,18,Dubai,UAE,2025,1,3,279,2,8.01,,0,40.8
1333,3,Pune,India,2025,1,9,1056,3,26.45,4.25,4,37.9
1334,25,Bengaluru,India,2024,8,5,510,0,14.63,3.17,3,24.7
1335,17,Toronto,Canada,2025,2,2,129,0,3.75,4.0,1,23.6
1336,24,Dubai,UAE,2025,4,3,183,0,6.91,3.0,1,18.6
1337,10,Chennai,India,2025,4,4,353,1,9.12,2.5,1,32.1
1338,14,Sydney,Australia,2024,8,2,156,1,5.72,3.75,2,33.8
1339,18,Melbourne,Australia,2025,4,2,206,0,4.51,,0,22.6
1340,18,Kolkata,India,2024,10,4,380,0,12.49,4.0,2,21.7
1341,5,Mumbai,India,2025,4,8,748,0,25.87,4.6,5,26.2
1342,3,Dubai,UAE,2025,2,6,661,0,13.6,4.0,2,25.2
1343,23,Singapore,Singapore,2025,2,3,247,0,9.27,3.75,2,23.7
1344,18,Chicago,USA,2024,11,2,193,0,5.43,,0,21.2
1345,20,Chennai,India,2024,8,4,224,0,5.58,3.0,1,19.9
1346,12,New York,USA,2024,12,4,286,0,9.34,3.5,1,22.6
1347,21,Pune,India,2025,3,7,790,0,22.6,4.25,4,24.6
1348,21,Dubai,UAE,2025,3,3,312,1,8.83,4.5,1,31.3
1349,23,Chennai,India,2025,3,5,432,1,15.02,3.5,2,31.6
1350,20,Chicago,USA,2024,8,4,204,0,5.5,2.5,3,18.2
1351,16,Manchester,UK,2024,11,3,187,0,6.42,4.0,2,20.3
1352,2,Nairobi,Kenya,2024,11,2,194,1,6.71,3.5,1,37.8
1353,5,New York,USA,2024,10,4,367,0,12.96,4.0,2,24.2
1354,10,Hyderabad,India,2024,9,3,284,1,6.79,4.0,1,35.9
1355,10,Toronto,Canada,2025,3,3,267,1,8.55,4.0,3,34.4
1356,8,Sydney,Australia,2025,2,3,120,1,4.63,3.25,2,24.8
1357,24,Pune,India,2025,2,3,250,0,6.38,3.0,1,25.0
1358,25,Hyderabad,India,2024,8,2,178,0,6.17,,0,20.6
1359,20,Chennai,India,2024,9,6,270,1,10.34,2.0,1,22.1
1360,22,Toronto,Canada,2025,3,7,652,1,19.32,3.38,4,30.4
1361,4,Chennai,India,2025,3,8,550,1,23.8,3.5,1,26.0
1362,12,Singapore,Singapore,2024,12,2,185,0,4.29,,0,28.0
1363,5,London,UK,2024,10,6,634,2,21.06,4.17,3,38.4
1364,12,Hyderabad,India,2025,2,5,329,2,12.75,4.33,3,33.4
1365,6,Delhi,India,2025,4,13,653,3,21.17,2.88,4,28.0
1366,8,Pune,India,2025,2,6,272,1,8.38,2.67,3,22.9
1367,24,Chennai,India,2025,1,4,347,0,7.49,,0,26.4
1368,6,New York,USA,2025,4,10,567,1,12.68,2.6,5,24.9
1369,2,Ahmedabad,India,2024,9,5,499,1,14.26,4.5,1,30.7
1370,17,Sydney,Australia,2025,3,4,255,0,7.2,4.0,2,24.1
1371,14,New York,USA,2024,11,3,344,0,7.73,4.25,2,27.7
1372,18,Kolkata,India,2025,3,5,569,1,14.35,,0,32.0
1373,25,Chennai,India,2024,11,4,378,1,15.29,4.0,1,30.1
1374,7,Toronto,Canada,2024,12,4,228,0,6.68,3.0,1,20.6
1375,12,Chennai,India,2025,1,3,191,1,5.74,4.0,1,29.9
1376,25,Bengaluru,India,2024,11,3,342,0,8.33,3.0,1,26.5
1377,10,Hyderabad,India,2024,7,2,167,0,4.43,4.0,1,22.6
1378,10,New York,USA,2024,8,3,239,0,7.7,3.5,1,22.0
1379,1,Los Angeles,USA,2025,4,15,1549,0,45.91,4.75,4,32.3
1380,5,Kolkata,India,2024,9,3,262,1,7.69,3.0,1,32.7
1381,20,Kolkata,India,2024,8,3,182,0,4.11,2.0,1,21.0
1382,24,Manchester,UK,2025,3,3,230,1,7.66,3.75,2,33.1
1383,25,Melbourne,Australia,2025,1,3,327,1,10.47,3.5,1,35.4
1384,16,Houston,USA,2025,1,4,274,0,8.11,3.5,1,22.6
1385,17,Singapore,Singapore,2025,1,2,86,0,3.1,,0,16.0
1386,18,London,UK,2025,1,2,189,0,5.05,,0,20.8
1387,22,Melbourne,Australia,2025,3,2,170,1,5.86,,0,37.0
1388,12,Ahmedabad,India,2025,4,2,137,0,3.74,3.5,2,20.9
1389,10,Chicago,USA,2025,4,4,343,0,11.83,4.5,3,24.0
1390,14,Melbourne,Australia,2024,12,3,251,1,8.37,3.5,1,30.5
1391,5,Toronto,Canada,2024,9,3,224,0,7.85,3.5,1,19.6
1392,17,Bengaluru,India,2025,2,5,299,0,8.45,4.5,1,23.1
1393,2,Houston,USA,2025,4,3,333,1,8.11,4.5,1,36.4
1394,17,Pune,India,2025,1,6,369,2,12.8,4.0,3,34.1
1395,12,New York,USA,2025,2,2,143,1,4.69,3.5,1,36.8
1396,24,London,UK,2025,4,3,259,0,5.59,,0,25.9
1397,16,New York,USA,2025,2,3,202,0,6.8,4.25,2,21.8
1398,5,New York,USA,2024,11,8,727,0,26.48,4.0,3,25.5
1399,5,Los Angeles,USA,2025,4,4,327,0,14.29,4.0,2,21.7
1400,22,Singapore,Singapore,2024,12,3,284,0,9.35,3.5,1,24.9
1401,2,Hyderabad,India,2024,9,3,244,1,11.19,4.25,2,29.7
1402,23,Pune,India,2025,3,6,418,1,13.61,5.0,1,26.4
1403,24,Los Angeles,USA,2025,1,4,312,0,8.49,3.0,1,23.9
1404,14,New York,USA,2025,1,5,449,1,13.86,4.17,3,28.7
1405,18,Delhi,India,2025,2,3,298,2,9.68,3.5,1,42.2
1406,18,Pune,India,2024,11,2,266,0,5.71,5.0,1,28.9
1407,16,Chennai,India,2025,1,3,246,0,6.0,3.25,2,26.3
1408,12,New York,USA,2025,4,4,258,0,10.17,,0,20.6
1409,20,Houston,USA,2024,8,4,251,2,6.33,1.5,1,37.1
1410,3,Dubai,UAE,2024,12,4,407,1,10.53,4.5,1,30.2
1411,5,Chennai,India,2025,3,3,276,0,9.69,3.5,2,23.8
1412,23,Chicago,USA,2025,3,9,683,0,25.37,3.62,4,24.3
1413,8,Singapore,Singapore,2025,3,2,88,0,3.26,2.0,1,15.8
1414,14,Los Angeles,USA,2024,12,2,199,0,6.61,,0,23.8
1415,5,Nairobi,Kenya,2024,10,2,215,0,7.11,3.0,1,27.2
1416,12,Chennai,India,2025,3,3,211,0,5.59,,0,21.9
1417,5,Los Angeles,USA,2025,2,7,606,0,17.96,4.0,2,24.1
1418,16,London,UK,2024,11,2,153,0,5.09,4.0,1,24.2
1419,14,Delhi,India,2024,8,2,155,0,6.61,4.0,1,18.7
1420,1,Manchester,UK,2025,4,9,957,3,30.76,4.5,4,40.6
1421,14,Houston,USA,2024,8,3,255,0,8.88,4.0,1,20.8
1422,5,Chennai,India,2024,10,6,482,1,15.87,4.0,1,27.2
1423,25,Delhi,India,2025,1,4,343,1,10.51,4.0,1,28.2
1424,8,New York,USA,2025,1,2,77,0,3.46,,0,13.9
1425,14,New York,USA,2024,12,2,200,1,6.74,,0,38.9
1426,17,Kolkata,India,2025,4,2,122,1,4.04,3.5,1,37.3
1427,18,Los Angeles,USA,2025,2,4,385,0,12.67,3.83,3,21.9
1428,25,Melbourne,Australia,2025,3,3,280,0,8.85,3.0,1,21.9
1429,2,Pune,India,2024,10,4,432,0,13.87,4.0,1,26.1
1430,14,London,UK,2024,7,2,170,0,5.94,4.0,1,20.4
1431,14,Chennai,India,2024,12,5,482,1,12.58,4.17,3,30.2
1432,3,Sydney,Australia,2024,12,2,189,0,6.72,4.0,2,20.4
1433,10,Delhi,India,2025,3,2,157,0,4.77,5.0,1,21.3
1434,10,Houston,USA,2025,1,2,188,0,6.19,4.25,2,25.3
1435,18,Kolkata,India,2025,2,5,548,1,14.78,3.0,2,31.2
1436,3,Sydney,Australia,2025,4,3,296,1,9.27,3.75,2,31.6
1437,1,Melbourne,Australia,2025,4,5,492,0,12.95,,0,27.0
1438,2,Delhi,India,2024,11,5,521,1,16.16,3.7,5,31.7
1439,22,London,UK,2024,11,2,147,0,5.23,,0,19.2
1440,24,Los Angeles,USA,2025,3,5,376,2,10.25,3.83,3,35.5
1441,14,Ahmedabad,India,2024,9,3,298,1,8.64,4.0,1,34.1
1442,8,Toronto,Canada,2025,2,7,270,0,11.09,2.5,6,15.9
1443,3,Toronto,Canada,2025,2,2,224,1,5.96,,0,39.0
1444,10,Melbourne,Australia,2024,12,3,318,0,6.96,3.0,1,28.9
1445,3,Chennai,India,2025,4,8,973,0,23.99,3.83,3,28.4
1446,12,Houston,USA,2025,2,2,154,0,4.13,4.5,1,23.4
1447,8,Hyderabad,India,2025,3,4,179,0,6.46,3.5,1,16.9
1448,14,London,UK,2025,1,3,311,0,10.7,3.75,2,25.1
1449,14,London,UK,2024,10,4,375,2,10.73,3.5,1,38.2
1450,25,Toronto,Canada,2024,11,5,473,0,13.14,3.67,3,23.0
1451,22,New York,USA,2025,2,7,577,1,24.48,4.17,3,27.7
1452,5,Kolkata,India,2025,3,3,263,0,10.55,4.5,1,22.8
1453,14,London,UK,2024,11,5,494,2,15.93,4.5,2,36.8
1454,10,London,UK,2024,11,3,273,0,8.79,4.0,1,24.9
1455,12,New York,USA,2024,10,3,159,0,5.89,3.5,3,16.8
1456,22,Manchester,UK,2025,3,2,192,0,5.26,4.5,1,24.8
1457,22,Sydney,Australia,2024,11,2,170,0,5.13,3.5,1,22.1
1458,5,Houston,USA,2024,10,5,410,1,13.15,,0,28.2
1459,25,Singapore,Singapore,2024,9,3,335,1,10.92,4.0,1,36.0
1460,16,Los Angeles,USA,2025,2,3,219,0,7.53,4.25,2,23.5
1461,5,New York,USA,2025,2,7,693,4,19.34,3.62,4,44.3
1462,23,Chennai,India,2025,2,7,581,3,19.27,3.75,2,38.3
1463,12,London,UK,2025,1,2,147,1,4.51,4.5,1,37.4
1464,14,Houston,USA,2024,10,4,462,0,12.7,3.0,1,28.3
1465,25,London,UK,2024,8,3,298,0,7.97,4.0,1,23.3
1466,18,Manchester,UK,2024,10,4,424,0,11.57,4.0,1,24.0
1467,5,Los Angeles,USA,2024,11,3,221,0,9.59,4.5,1,19.3
1468,10,London,UK,2024,10,3,263,1,8.53,4.0,3,34.1
1469,11,Singapore,Singapore,2025,2,4,382,2,13.7,4.0,2,39.2
1470,2,Delhi,India,2024,12,9,864,1,32.37,,0,28.8
1471,17,London,UK,2025,3,3,169,0,6.06,4.0,1,21.1
1472,2,Singapore,Singapore,2025,2,3,310,0,8.91,,0,24.7
1473,25,Toronto,Canada,2024,9,3,305,1,9.88,,0,33.8
1474,16,Los Angeles,USA,2025,4,2,130,1,4.91,3.25,2,35.7
1475,22,Kolkata,India,2024,12,10,917,3,26.34,3.58,6,35.9
1476,17,Sydney,Australia,2025,2,2,111,1,3.14,4.5,1,35.4
1477,12,Pune,India,2024,10,2,124,0,3.79,4.0,2,19.0
1478,2,New York,USA,2024,9,3,292,1,9.02,4.0,1,33.3
1479,7,Mumbai,India,2025,2,2,111,0,2.69,2.75,2,19.3
1480,13,Chicago,USA,2025,3,14,1479,2,40.55,4.5,3,32.5
1481,24,Manchester,UK,2025,1,2,153,1,3.64,4.0,1,37.7
1482,16,Sydney,Australia,2024,12,5,377,0,12.83,3.25,2,25.1
1483,22,Pune,India,2025,2,4,331,0,13.34,3.25,2,22.3
1484,3,Sydney,Australia,2024,11,7,762,2,22.63,4.5,1,33.9
1485,12,Sydney,Australia,2024,11,2,157,0,4.47,,0,23.9
1486,22,Nairobi,Kenya,2025,4,2,203,0,4.91,3.5,2,26.2
1487,10,New York,USA,2024,11,3,240,1,7.03,,0,32.1
1488,2,Kolkata,India,2024,9,3,247,0,10.6,3.5,1,19.9
1489,18,Hyderabad,India,2025,1,3,316,0,8.63,4.75,2,23.5
1490,2,London,UK,2024,11,4,318,0,12.74,4.75,2,19.7
1491,24,Ahmedabad,India,2025,4,7,502,1,13.41,3.0,1,27.6
1492,3,Singapore,Singapore,2024,12,3,307,1,9.75,4.0,1,32.4
